year,state_orig,state_dest,sctg2,sctg2_description,value
2017,NJ,PA,6,Milled grain products and preparations and bakery products,807.49
2012,NJ,PA,7,Other prepared foodstuffs and preparations,3637.56
2017,NJ,PA,7,Other prepared foodstuffs and preparations,3988.99
2012,NJ,RI,1,Animals & fish (live),1.42
2017,NJ,RI,1,Animals & fish (live),1.53
2012,NJ,RI,3,"Agricultural products (excl. feed, grains, and forage)",80.27
2017,NJ,RI,3,"Agricultural products (excl. feed, grains, and forage)",83.59
2012,NJ,RI,4,"Animal feed, eggs, honey, other products of animal origin",0.16
2017,NJ,RI,4,"Animal feed, eggs, honey, other products of animal origin",0.18
2012,NJ,RI,5,"Meat, poultry, fish, seafood, and preparations",1.00
2017,NJ,RI,5,"Meat, poultry, fish, seafood, and preparations",1.15
2012,NJ,RI,6,Milled grain products and preparations and bakery products,4.08
2017,NJ,RI,6,Milled grain products and preparations and bakery products,4.48
2012,NJ,RI,7,Other prepared foodstuffs and preparations,51.36
2017,NJ,RI,7,Other prepared foodstuffs and preparations,56.33
2012,NJ,SC,3,"Agricultural products (excl. feed, grains, and forage)",0.30
2017,NJ,SC,3,"Agricultural products (excl. feed, grains, and forage)",0.32
2012,NJ,SC,5,"Meat, poultry, fish, seafood, and preparations",74.17
2017,NJ,SC,5,"Meat, poultry, fish, seafood, and preparations",85.63
2012,NJ,SC,6,Milled grain products and preparations and bakery products,28.23
2017,NJ,SC,6,Milled grain products and preparations and bakery products,31.04
2012,NJ,SC,7,Other prepared foodstuffs and preparations,215.83
2017,NJ,SC,7,Other prepared foodstuffs and preparations,236.68
2012,NJ,SD,7,Other prepared foodstuffs and preparations,1.01
2017,NJ,SD,7,Other prepared foodstuffs and preparations,1.10
2012,NJ,TN,2,Cereal grains and seed,0.84
2017,NJ,TN,2,Cereal grains and seed,0.83
2012,NJ,TN,3,"Agricultural products (excl. feed, grains, and forage)",53.82
2017,NJ,TN,3,"Agricultural products (excl. feed, grains, and forage)",56.04
2012,NJ,TN,6,Milled grain products and preparations and bakery products,133.81
2017,NJ,TN,6,Milled grain products and preparations and bakery products,147.13
2012,NJ,TN,7,Other prepared foodstuffs and preparations,51.66
2017,NJ,TN,7,Other prepared foodstuffs and preparations,56.65
2012,NJ,TX,3,"Agricultural products (excl. feed, grains, and forage)",51.13
2017,NJ,TX,3,"Agricultural products (excl. feed, grains, and forage)",53.24
2012,NJ,TX,4,"Animal feed, eggs, honey, other products of animal origin",3.01
2017,NJ,TX,4,"Animal feed, eggs, honey, other products of animal origin",3.31
2012,NJ,TX,5,"Meat, poultry, fish, seafood, and preparations",47.85
2017,NJ,TX,5,"Meat, poultry, fish, seafood, and preparations",55.25
2012,NJ,TX,6,Milled grain products and preparations and bakery products,139.68
2017,NJ,TX,6,Milled grain products and preparations and bakery products,153.59
2012,NJ,TX,7,Other prepared foodstuffs and preparations,377.43
2017,NJ,TX,7,Other prepared foodstuffs and preparations,413.89
2012,NJ,UT,3,"Agricultural products (excl. feed, grains, and forage)",30.49
2017,NJ,UT,3,"Agricultural products (excl. feed, grains, and forage)",31.75
2012,NJ,UT,6,Milled grain products and preparations and bakery products,18.13
2017,NJ,UT,6,Milled grain products and preparations and bakery products,19.94
2012,NJ,UT,7,Other prepared foodstuffs and preparations,36.50
2017,NJ,UT,7,Other prepared foodstuffs and preparations,40.03
2012,NJ,VA,2,Cereal grains and seed,8.01
2017,NJ,VA,2,Cereal grains and seed,7.88
2012,NJ,VA,3,"Agricultural products (excl. feed, grains, and forage)",190.46
2017,NJ,VA,3,"Agricultural products (excl. feed, grains, and forage)",198.32
2012,NJ,VA,5,"Meat, poultry, fish, seafood, and preparations",164.58
2017,NJ,VA,5,"Meat, poultry, fish, seafood, and preparations",190.01
2012,NJ,VA,6,Milled grain products and preparations and bakery products,145.46
2017,NJ,VA,6,Milled grain products and preparations and bakery products,159.94
2012,NJ,VA,7,Other prepared foodstuffs and preparations,412.91
2017,NJ,VA,7,Other prepared foodstuffs and preparations,452.80
2012,NJ,VT,3,"Agricultural products (excl. feed, grains, and forage)",168.63
2017,NJ,VT,3,"Agricultural products (excl. feed, grains, and forage)",175.59
2012,NJ,VT,6,Milled grain products and preparations and bakery products,4.99
2017,NJ,VT,6,Milled grain products and preparations and bakery products,5.48
2012,NJ,VT,7,Other prepared foodstuffs and preparations,44.12
2017,NJ,VT,7,Other prepared foodstuffs and preparations,48.38
2012,NJ,WA,4,"Animal feed, eggs, honey, other products of animal origin",0.25
2017,NJ,WA,4,"Animal feed, eggs, honey, other products of animal origin",0.28
2012,NJ,WA,5,"Meat, poultry, fish, seafood, and preparations",9.34
2017,NJ,WA,5,"Meat, poultry, fish, seafood, and preparations",10.78
2012,NJ,WA,6,Milled grain products and preparations and bakery products,32.14
2017,NJ,WA,6,Milled grain products and preparations and bakery products,35.34
2012,NJ,WA,7,Other prepared foodstuffs and preparations,76.91
2017,NJ,WA,7,Other prepared foodstuffs and preparations,84.34
2012,NJ,WI,3,"Agricultural products (excl. feed, grains, and forage)",51.40
2017,NJ,WI,3,"Agricultural products (excl. feed, grains, and forage)",53.52
2012,NJ,WI,4,"Animal feed, eggs, honey, other products of animal origin",48.15
2017,NJ,WI,4,"Animal feed, eggs, honey, other products of animal origin",52.98
2012,NJ,WI,5,"Meat, poultry, fish, seafood, and preparations",0.01
2017,NJ,WI,5,"Meat, poultry, fish, seafood, and preparations",0.01
2012,NJ,WI,6,Milled grain products and preparations and bakery products,22.34
2017,NJ,WI,6,Milled grain products and preparations and bakery products,24.56
2012,NJ,WI,7,Other prepared foodstuffs and preparations,192.12
2017,NJ,WI,7,Other prepared foodstuffs and preparations,210.68
2012,NJ,WV,6,Milled grain products and preparations and bakery products,0.01
2017,NJ,WV,6,Milled grain products and preparations and bakery products,0.01
2012,NJ,WV,7,Other prepared foodstuffs and preparations,18.41
2017,NJ,WV,7,Other prepared foodstuffs and preparations,20.19
2012,NJ,WY,7,Other prepared foodstuffs and preparations,7.26
2017,NJ,WY,7,Other prepared foodstuffs and preparations,7.96
2012,NM,AL,3,"Agricultural products (excl. feed, grains, and forage)",18.00
2017,NM,AL,3,"Agricultural products (excl. feed, grains, and forage)",18.43
2012,NM,AL,7,Other prepared foodstuffs and preparations,14.00
2017,NM,AL,7,Other prepared foodstuffs and preparations,13.82
2012,NM,AR,3,"Agricultural products (excl. feed, grains, and forage)",1.98
2017,NM,AR,3,"Agricultural products (excl. feed, grains, and forage)",2.03
2012,NM,AZ,3,"Agricultural products (excl. feed, grains, and forage)",11.94
2017,NM,AZ,3,"Agricultural products (excl. feed, grains, and forage)",12.22
2012,NM,AZ,4,"Animal feed, eggs, honey, other products of animal origin",29.57
2017,NM,AZ,4,"Animal feed, eggs, honey, other products of animal origin",32.53
2012,NM,AZ,5,"Meat, poultry, fish, seafood, and preparations",3.20
2017,NM,AZ,5,"Meat, poultry, fish, seafood, and preparations",3.32
2012,NM,AZ,7,Other prepared foodstuffs and preparations,20.75
2017,NM,AZ,7,Other prepared foodstuffs and preparations,20.48
2012,NM,CA,3,"Agricultural products (excl. feed, grains, and forage)",12.74
2017,NM,CA,3,"Agricultural products (excl. feed, grains, and forage)",13.05
2012,NM,CA,6,Milled grain products and preparations and bakery products,127.78
2017,NM,CA,6,Milled grain products and preparations and bakery products,126.45
2012,NM,CA,7,Other prepared foodstuffs and preparations,86.78
2017,NM,CA,7,Other prepared foodstuffs and preparations,85.64
2012,NM,CO,1,Animals & fish (live),51.55
2017,NM,CO,1,Animals & fish (live),53.37
2012,NM,CO,3,"Agricultural products (excl. feed, grains, and forage)",27.80
2017,NM,CO,3,"Agricultural products (excl. feed, grains, and forage)",28.46
2012,NM,CO,4,"Animal feed, eggs, honey, other products of animal origin",0.59
2017,NM,CO,4,"Animal feed, eggs, honey, other products of animal origin",0.65
2012,NM,CO,5,"Meat, poultry, fish, seafood, and preparations",9.97
2017,NM,CO,5,"Meat, poultry, fish, seafood, and preparations",10.36
2012,NM,CO,6,Milled grain products and preparations and bakery products,31.54
2017,NM,CO,6,Milled grain products and preparations and bakery products,31.21
2012,NM,CO,7,Other prepared foodstuffs and preparations,97.84
2017,NM,CO,7,Other prepared foodstuffs and preparations,96.56
2012,NM,DE,7,Other prepared foodstuffs and preparations,0.01
2017,NM,DE,7,Other prepared foodstuffs and preparations,0.01
2012,NM,FL,3,"Agricultural products (excl. feed, grains, and forage)",0.94
2017,NM,FL,3,"Agricultural products (excl. feed, grains, and forage)",0.96
2012,NM,FL,7,Other prepared foodstuffs and preparations,23.63
2017,NM,FL,7,Other prepared foodstuffs and preparations,23.32
2012,NM,GA,3,"Agricultural products (excl. feed, grains, and forage)",14.02
2017,NM,GA,3,"Agricultural products (excl. feed, grains, and forage)",14.35
2012,NM,GA,6,Milled grain products and preparations and bakery products,55.00
2017,NM,GA,6,Milled grain products and preparations and bakery products,54.43
2012,NM,GA,7,Other prepared foodstuffs and preparations,62.00
2017,NM,GA,7,Other prepared foodstuffs and preparations,61.19
2012,NM,HI,3,"Agricultural products (excl. feed, grains, and forage)",0.86
2017,NM,HI,3,"Agricultural products (excl. feed, grains, and forage)",0.88
2012,NM,IA,4,"Animal feed, eggs, honey, other products of animal origin",0.02
2017,NM,IA,4,"Animal feed, eggs, honey, other products of animal origin",0.02
2012,NM,IA,7,Other prepared foodstuffs and preparations,8.36
2017,NM,IA,7,Other prepared foodstuffs and preparations,8.25
2012,NM,IL,3,"Agricultural products (excl. feed, grains, and forage)",24.57
2017,NM,IL,3,"Agricultural products (excl. feed, grains, and forage)",25.15
2012,NM,IL,6,Milled grain products and preparations and bakery products,37.95
2017,NM,IL,6,Milled grain products and preparations and bakery products,37.55
2012,NM,IL,7,Other prepared foodstuffs and preparations,113.29
2017,NM,IL,7,Other prepared foodstuffs and preparations,111.81
2012,NM,IN,3,"Agricultural products (excl. feed, grains, and forage)",0.94
2017,NM,IN,3,"Agricultural products (excl. feed, grains, and forage)",0.96
2012,NM,IN,6,Milled grain products and preparations and bakery products,31.00
2017,NM,IN,6,Milled grain products and preparations and bakery products,30.68
2012,NM,IN,7,Other prepared foodstuffs and preparations,10.45
2017,NM,IN,7,Other prepared foodstuffs and preparations,10.32
2012,NM,KS,2,Cereal grains and seed,8.57
2017,NM,KS,2,Cereal grains and seed,8.43
2012,NM,KS,3,"Agricultural products (excl. feed, grains, and forage)",2.74
2017,NM,KS,3,"Agricultural products (excl. feed, grains, and forage)",2.80
2012,NM,KS,7,Other prepared foodstuffs and preparations,60.72
2017,NM,KS,7,Other prepared foodstuffs and preparations,59.93
2012,NM,KY,4,"Animal feed, eggs, honey, other products of animal origin",0.55
2017,NM,KY,4,"Animal feed, eggs, honey, other products of animal origin",0.61
2012,NM,KY,7,Other prepared foodstuffs and preparations,88.00
2017,NM,KY,7,Other prepared foodstuffs and preparations,86.85
2012,NM,LA,3,"Agricultural products (excl. feed, grains, and forage)",11.71
2017,NM,LA,3,"Agricultural products (excl. feed, grains, and forage)",11.99
2012,NM,LA,7,Other prepared foodstuffs and preparations,6.24
2017,NM,LA,7,Other prepared foodstuffs and preparations,6.16
2012,NM,MA,3,"Agricultural products (excl. feed, grains, and forage)",17.83
2017,NM,MA,3,"Agricultural products (excl. feed, grains, and forage)",18.26
2012,NM,MA,7,Other prepared foodstuffs and preparations,2.10
2017,NM,MA,7,Other prepared foodstuffs and preparations,2.07
2012,NM,MD,3,"Agricultural products (excl. feed, grains, and forage)",0.26
2017,NM,MD,3,"Agricultural products (excl. feed, grains, and forage)",0.27
2012,NM,MD,7,Other prepared foodstuffs and preparations,10.98
2017,NM,MD,7,Other prepared foodstuffs and preparations,10.84
2012,NM,ME,3,"Agricultural products (excl. feed, grains, and forage)",0.01
2017,NM,ME,3,"Agricultural products (excl. feed, grains, and forage)",0.01
2012,NM,MI,6,Milled grain products and preparations and bakery products,12.90
2017,NM,MI,6,Milled grain products and preparations and bakery products,12.76
2012,NM,MI,7,Other prepared foodstuffs and preparations,13.31
2017,NM,MI,7,Other prepared foodstuffs and preparations,13.14
2012,NM,MN,3,"Agricultural products (excl. feed, grains, and forage)",0.52
2017,NM,MN,3,"Agricultural products (excl. feed, grains, and forage)",0.54
2012,NM,MN,7,Other prepared foodstuffs and preparations,74.33
2017,NM,MN,7,Other prepared foodstuffs and preparations,73.36
2012,NM,MO,6,Milled grain products and preparations and bakery products,32.08
2017,NM,MO,6,Milled grain products and preparations and bakery products,31.75
2012,NM,MO,7,Other prepared foodstuffs and preparations,334.05
2017,NM,MO,7,Other prepared foodstuffs and preparations,329.68
2012,NM,MS,3,"Agricultural products (excl. feed, grains, and forage)",0.01
2017,NM,MS,3,"Agricultural products (excl. feed, grains, and forage)",0.01
2012,NM,MS,7,Other prepared foodstuffs and preparations,0.32
2017,NM,MS,7,Other prepared foodstuffs and preparations,0.31
2012,NM,MT,3,"Agricultural products (excl. feed, grains, and forage)",0.20
2017,NM,MT,3,"Agricultural products (excl. feed, grains, and forage)",0.21
2012,NM,NC,3,"Agricultural products (excl. feed, grains, and forage)",63.94
2017,NM,NC,3,"Agricultural products (excl. feed, grains, and forage)",65.47
2012,NM,NC,7,Other prepared foodstuffs and preparations,2.55
2017,NM,NC,7,Other prepared foodstuffs and preparations,2.52
2012,NM,NE,7,Other prepared foodstuffs and preparations,4.90
2017,NM,NE,7,Other prepared foodstuffs and preparations,4.84
2012,NM,NJ,3,"Agricultural products (excl. feed, grains, and forage)",2.88
2017,NM,NJ,3,"Agricultural products (excl. feed, grains, and forage)",2.95
2012,NM,NJ,7,Other prepared foodstuffs and preparations,2.99
2017,NM,NJ,7,Other prepared foodstuffs and preparations,2.95
2012,NM,NV,3,"Agricultural products (excl. feed, grains, and forage)",0.01
2017,NM,NV,3,"Agricultural products (excl. feed, grains, and forage)",0.01
2012,NM,NV,7,Other prepared foodstuffs and preparations,3.34
2017,NM,NV,7,Other prepared foodstuffs and preparations,3.30
2012,NM,NY,7,Other prepared foodstuffs and preparations,62.43
2017,NM,NY,7,Other prepared foodstuffs and preparations,61.61
2012,NM,OH,3,"Agricultural products (excl. feed, grains, and forage)",0.99
2017,NM,OH,3,"Agricultural products (excl. feed, grains, and forage)",1.02
2012,NM,OH,7,Other prepared foodstuffs and preparations,181.40
2017,NM,OH,7,Other prepared foodstuffs and preparations,179.02
2012,NM,OK,4,"Animal feed, eggs, honey, other products of animal origin",0.02
2017,NM,OK,4,"Animal feed, eggs, honey, other products of animal origin",0.02
2012,NM,OK,7,Other prepared foodstuffs and preparations,7.25
2017,NM,OK,7,Other prepared foodstuffs and preparations,7.16
2012,NM,OR,3,"Agricultural products (excl. feed, grains, and forage)",1.00
2017,NM,OR,3,"Agricultural products (excl. feed, grains, and forage)",1.03
2012,NM,OR,7,Other prepared foodstuffs and preparations,1.00
2017,NM,OR,7,Other prepared foodstuffs and preparations,0.99
2012,NM,PA,6,Milled grain products and preparations and bakery products,33.93
2017,NM,PA,6,Milled grain products and preparations and bakery products,33.58
2012,NM,PA,7,Other prepared foodstuffs and preparations,21.55
2017,NM,PA,7,Other prepared foodstuffs and preparations,21.27
2012,NM,SC,3,"Agricultural products (excl. feed, grains, and forage)",20.21
2017,NM,SC,3,"Agricultural products (excl. feed, grains, and forage)",20.69
2012,NM,SC,7,Other prepared foodstuffs and preparations,0.31
2017,NM,SC,7,Other prepared foodstuffs and preparations,0.31
2012,NM,SD,3,"Agricultural products (excl. feed, grains, and forage)",1.33
2017,NM,SD,3,"Agricultural products (excl. feed, grains, and forage)",1.36
2012,NM,TN,3,"Agricultural products (excl. feed, grains, and forage)",0.01
2017,NM,TN,3,"Agricultural products (excl. feed, grains, and forage)",0.01
2012,NM,TN,7,Other prepared foodstuffs and preparations,2.05
2017,NM,TN,7,Other prepared foodstuffs and preparations,2.03
2012,NM,TX,1,Animals & fish (live),297.86
2017,NM,TX,1,Animals & fish (live),308.37
2012,NM,TX,2,Cereal grains and seed,35.08
2017,NM,TX,2,Cereal grains and seed,34.50
2012,NM,TX,3,"Agricultural products (excl. feed, grains, and forage)",68.99
2017,NM,TX,3,"Agricultural products (excl. feed, grains, and forage)",70.64
2012,NM,TX,4,"Animal feed, eggs, honey, other products of animal origin",1.30
2017,NM,TX,4,"Animal feed, eggs, honey, other products of animal origin",1.43
2012,NM,TX,5,"Meat, poultry, fish, seafood, and preparations",241.51
2017,NM,TX,5,"Meat, poultry, fish, seafood, and preparations",250.93
2012,NM,TX,6,Milled grain products and preparations and bakery products,173.15
